"title","category"
"MacroCLOCK - Circadian Control of Macrophage Mitochondria: A New Approach in the treatment of Chronic Inflammatory Disease","Biology"
"Subchondral Bone Microdamage in Post Traumatic OA: Novel Subchondral-Specific Therapies","Others"
"2D nanosuspensions for printed electronics  how small can you go?","Others"
"The ATP-gated purinergic P2X7 receptor as a novel target for the treatment of drug-refractory epilepsy","Others"
"Electrically pumped all-inorganic LEDs and lasers by colloidal nanorod heterogeneous assembly","Physics"
"Intelligent Magnets for Surgery 4.0","Others"
"Ecological engineering solutions for the long-term and sustainable management of mine processing wastes","Engineering"
"HydroCast: Seasonal Hydrological Forecasting for Ireland","Others"
"Nitride-based light emitters: From carrier localization and non-radiative recombination processes to quantum transport and device design","Engineering"
"Nitride-based light emitters: From carrier localization and non-radiative recombination processes to quantum transport and device design","Engineering"
"Carbon metabolism systems analysis for the identification of disease and patient-specific metabolic and energetic defects in neurodegenerative diseases","Biology"
"HYBRID- The Cell as a Programmable Factory for Hybrid Nanomaterials","Biology"
"Rapid Culture Independent Nucleic Acid Diagnostics Assays for the Detection of Mycoplasma for the Biopharmaceutical Industry","Physics"
"Elucidating the genomic basis of exceptional ageing and immunity","Biology"
"Precision Engineering of Nanostructure Surface Architecture for Biological and Biomedical Applications","Biology"
"Smart Networking in the Era of Artificial Intelligence","Technology"
"Analysis Under Strong Magnetic fields of Advanced Spintronic and Functional Magnetic Materials for Autonomous Low-Power Communications","Physics"
"AMBER PhD Recruitment Scheme","Others"
"APC PhD Recruitment Scheme","Others"
"CONNECT PhD Recruitment Scheme","Others"
"CURAM PhD Recruitment Scheme","Others"
"ICRAG PhD Recruitment Scheme","Others"
"INFANT PhD Recruitment Scheme","Others"
"INSIGHT PhD Recruitment Scheme","Others"
"IPIC PhD Recruitment Scheme","Others"
"LERO PhD Recruitment Scheme","Others"
"MaREI PhD Recruitment Scheme","Others"
"SSPC PhD Recruitment Scheme","Others"
"ADAPT PhD Recruitment Scheme","Others"
"Delivering Innovative Materials for Medical Devices","Engineering"
"The 141th European Study Group with Industry, ESGI141","Technology"
"7th meeting of the European Society for Evolutionary Developmental Biology (EED)","Biology"
"FutureNeuro","Biology"
"SFI Fellowship Programme","Policy"
"CUSPIDOR - CMOS Compatible Single Photon Sources based on SiGe Quantum Dots","Physics"
"CUSPIDOR - CMOS Compatible Single Photon Sources based on SiGe Quantum Dots","Physics"
"RD2018","Others"
"50th Conference of Irish Geographers: The Earth as Our Home","Education"
"Bio-, chem-, and nanoinformatics approaches to study bionano interface","Technology"
"NANO-SCORES - Nano-structured Osteochondral scaffold: novel biomimetic triggers for enhanced bone regeneration","Biology"
"Green Photonics: Metasurface Photonic Materials for Thin-Film Energy Efficiency and Energy Harvesting Applications","Physics"
"Automatic Design of Digital Circuits (ADDC)","Technology"
"Comb-Based Integrated THz transmitter - COMBINE","Others"
"Secondary Exposure to Aerosol Emitted During Respiratory Therapy","Others"
"SRC-1 mediation of cancer cell reprogramming in endocrine resistant breast cancer","Biology"
"New Frontiers in Ocular Therapeutics 2: Moving Towards the Clinic.","Biology"
"Blood Cancer Research: Focus on immunotherapy and the tumour microenvironment","Biology"
"EMRA'18 Workshop on EU-funded Marine Robotics and Applications","Education"
"Irish Centre for Vascular Biology - 'New Advances in Vascular Biology'","Biology"
"Ultra-low Energy Electric Field Control of Nonvolatile Magnetoelectric Memory Devices","Engineering"
"Elucidating the potential therapeutic role of Erythropoietin in the treatment of Emphysema","Biology"
"European Conference on Machine Learning and Principles of Knowledge Discovery in Databases","Education"
"Delineating immune memory to Staphylococcus aureus","Biology"
"Advanced Catheter Development","Technology"
"Extending the Clinical Utility of OncoMasTR via Technology Transitioning and Cross-Cancer Approach","Technology"
"Process and System Development for Chipscale Energy Harvesting","Engineering"
"Modelling of low inertia grid systems with the objective of maximizing renewable energy","Technology"
"Deciphering the most clinically and biologically relevant circulating tumour cells (CTCs) in cancer metastasis.","Biology"
"Optimization of a pilot plant dip coating process for manufacturing antimicrobial polymer film-based food packaging materials and product validation","Engineering"
"IEEE MTT-S IMWS-5G 2018","Others"
"XXVIII International Conference on Magnetic Resonance in Biological Systems - ICMRBS 2018","Physics"
"28th International Conference on Field Programmable Logic and Applications 2018","Policy"
"""Computer Simulation Empowering Chemical Technologies involving Confined Liquids""","Chemistry"
"Ethics in Research and Innovation: Methods and Best Practice","Technology"
"International Society for Serotonin Research Serotonin on the Wild Atlantic Way 2018","Policy"
"Venous Thromboembolism (VTE) Dublin 2018","Others"
"POSITION-II: A pilot line for the next generation of smart catheters and implants","Biology"
"Midlands Science Festival","Others"
"Sligo Science Festival","Others"
"Imaginosity's 'Dr.Osity Body Science Show' Outreach Project for Science Week","Others"
"Cork Science Festival 2018","Others"
"Lets Talk Science Festival 2018","Others"
"Irelands Astronaut Candidates of 1991","Others"
"South East Science Festival","Others"
"Technology in My Life' Citizens' Think-In","Technology"
"Festival of Farming and FoodSFI Science Week at Teagasc","Others"
"Stemming from STEAM","Others"
"Louth Libraries Science Week Library Programme","Policy"
"Mayo Science and Technology Festival","Technology"
"Tipperary Festival of Science","Others"
"Science Week at The Ark 2018","Others"
"WexSci Wexford Science Festival","Others"
"Cavan Monaghan Science Festival","Others"
"Galway Science and Technology Festival","Technology"
"The Virtual Heritage Lab","Others"
"Dr. Mindflip's Travelling Physics Caravan","Physics"
"Baking in Space- food & engineering in the next frontier","Engineering"
"Art in Mind - How Nature Inspires","Others"
"Limerick Festival of Science 2018","Others"
"Planeteers Science Week Workshops","Education"
"Seeing space from the islands","Others"
"EUREKA Science & Technology Festival 2018","Technology"
"Vaccines: Health, Trust and Evidence","Biology"
"Science Week Maker Workshops","Education"
"Molecular memory in human AMD1 gene: mechanisms and functions","Chemistry"
"Computer Simulation of Musical Creativity 2018","Technology"
"18th International Conference on Nanotechnology (IEEE NANO 2018), Cork, Ireland; July 23-26, 2018.    www.ieeenano18.org","Technology"
"Meeting the Future Challenges of Heterogeneous and Extreme-Scale Parallel Computing ","Technology"
"Scalable, Privacy-Enhanced Analytics for the Sharing Economy","Others"
"Active Distribution System Management Enabled by Distributed Power Electronics","Technology"
"Quantitative Modelling of Bionano Interface","Mathematics"
"Integrating multidisciplinary geoscientific data into forecasting models to monitor and predict coastal change: Proof of concept in Dublin Bay.","Technology"
"Integrating multidisciplinary geoscientific data into forecasting models to monitor and predict coastal change: Proof of concept in Dublin Bay.","Technology"
"Integrating multidisciplinary geoscientific data into forecasting models to monitor and predict coastal change: Proof of concept in Dublin Bay.","Technology"
"Inference of somatic mutation rates from high-throughput sequencing data: models and applications","Technology"
"Industrial supervised learning","Education"
"SFI ERC Support Programme - Dr. John Goold (Trinity College Dublin)","Policy"
"To enhance the capability and reliability of pressure sensors used in harsh environment applications","Technology"
"Lean Engineering of Next Generation Cell Imaging Microscopes: Soft X-ray Optical Feedback Stabilising Sub 5 µm Sources","Physics"
"Understanding Thermal Interfacial Resistance using Time Domain ThermoReflectance","Technology"
"CURAM","Others"
"Irish Society for Immunology 2018 meeting","Biology"
"14th William Rowan Hamilton Geometry and Topology Workshop","Mathematics"
"Quark Confinement and the Hadron Spectrum","Others"
"10th International Conference on Biological Invasions: New Directions in Invasion Biology","Biology"
"10th European Palaeobotany & Palynology Conference","Education"
"EPE Senior Exec","Others"
"IEEE Games Entertainment & Media Conference (GEM 2018)","Education"
"Harnessing the potential of plasma activated liquids for bio-medical applications","Physics"
"Energy Systems Integration Partnership Programme (ESIPP)","Technology"
"Sixth Workshop on Controlled Natural Language (CNL 2018)","Education"
"Women in Mathematics Day, Ireland 2018","Mathematics"
"Civil Engineering Research in Ireland 2018","Engineering"
"Andrew McCarren DCU -  GROW Supplement","Others"
"European Regional Science Association 58th Annual Congress","Others"
"Optimisation of the Downstream Formulation and Processing of Spray Dried Amorphous Solid Dispersion (ASD) Powders","Engineering"
"An Alternative RAN Architecture to Perfect the Connected World","Biology"
"Development of a biocomputing platform to screen bifidobacteria for the food industry","Technology"
"Thermal Control Coatings for Space and Terrestrial Applications","Technology"
"Enhancement of the Skills to Utilise BIM technology to Improve Information Sharing in Building Projects","Technology"
"35th European Peptide Society Symposium  2018","Biology"
"9th Annual Molecular and Computational Biology PhD Symposium","Technology"
"SFI ERC Support Programme - Dr. David Finlay  (Trinity College Dublin)","Policy"
"EPE Senior Exec","Others"
"Development of a method for clinical interpreatation of cancer genomes","Biology"
"Photonics Ireland 2018","Physics"
"12th International Conference on Sensing Technology (ICST 2018)","Technology"
"FMICS/iFM 2018 - 23rd International Conference on Formal Methods for Industrial Critical Systems and the 14th International Conference on integrated Formal Methods from 3rd-7th September 2018 at Maynooth University","Policy"
"21st International Conference on Advances in Materials and Processing Technologies  AMPT 2018","Policy"
"The 8th Baltic Meeting on Microbial Carbohydrates","Biology"
"CURAM - Centre for Research in Medical Devices","Engineering"
"Functional analysis of the host adsorption and DNA injection processes of a lactococcal bacteriophage","Engineering"
"26th Annual Meeting of the European Orthopaedic Research Society (EORS)","Technology"
"All Hazards Forensic Conference","Education"
"8th European Society of Swallowing Disorders (ESSD) Annual Congress, Dublin 2018. Congress theme: ""Dysphagia: Shaping the Future""","Others"
"VistaMilk Centre","Others"
"VistaMilk Centre","Others"
"Food in the future; sustainable crop pollination in a changing world","Others"
"Dynamic soil-structure interaction modelling for the optimisation of offshore wind turbines","Mathematics"
"ADAPT FinTech Spoke","Others"
"A novel cell mechanics modelling framework to simulate cardiac hypertrophy","Technology"
"SFI ERC Support Programme - Fergal O'Brien (RCSI)","Policy"
"The mechanisms that induce dedifferentiation to drive","Others"
"Marina Lynch GROW Supplement","Others"
"Integrating Thermoelectric Materials into Concrete Walls (ThermoConc)","Others"
"25th International Symposium on Hepatitis C Virus and Related Viruses","Policy"
"Dublin Steroid Cancer Conference 2018","Education"
"18th Annual Scientific Meeting of the Irish Pain Society","Others"
"SCAPE 2018: Annual meeting of the Scandinavian Association of Pollination Ecologists","Others"
"microRNA in the pathogenesis and prognosis of neonatal brain injury","Biology"
"Development of an experimental multiscale preclinical model for lipohypertrophy using an in vitro cell scratch assay and an ex vivo intra-tissue perfusion model","Biology"
"Exploration of COValEnt inhibitoRs vIa Tight-binding molecular simulation (COVER IT)","Chemistry"
"Transcoding: A New Approach for Multi-Hop Communications","Technology"
"Additive Manufacturing - Ireland's Ecosystem for Delivering Innovation","Engineering"
"Towards a unifying mechanistic picture of glycation-induced crosslinking of protein","Technology"
"Using Software Defined Networks to unleash the power of Edge Computing for Connected Vehicles","Technology"
"BacTrans  Natural DNA Transfer Systems for Bacterial Starter Cultures","Biology"
"Drone Research and Innovation","Technology"
"Second International Workshop on the Epigenetics of Osteoarthritis","Biology"
"Gut Inflammation ? Discovery and Therapeutic Targeting of the Secretome-Receptome Inflammatory Network in Inflammatory Bowel Disease","Biology"
"Computational modelling of instabilities and turbulence in separated two-phase flows","Technology"
"Personalise Nutrition for the Preterm Infant (PiNPoiNT)","Others"
"SFI ERC Support Programme - ERC Dr Damien Woods (Maynooth University)","Policy"
"BNA2019: The British Neuroscience Association (BNA) Festival of Neuroscience 2019","Biology"
"NOX2 and the chronic pathologies of traumatic brain injury (TBI): Integrating basic and translational research to improve TBI outcomes.","Biology"
"EMERALD: Emerging Materials for Energy Storage and Environmental Research enabled through Atomic Layer Deposition","Physics"
"Polymeric nanoneedle arrays for injecting drugs into cells for localised gene therapy (GeneInject)","Chemistry"
"ECAM Extended Software Development Workshop: Scaling Electronic Structure Applications","Technology"
"The influence of structural design on the environmental and energy performance of non-residential buildings","Engineering"
"Quantum Visualization of Quantum Materials for Quantum Technology","Technology"
"New Horizons for Fault-Tolerant Quantum Computation","Technology"
"Urban ARK: Assessment, Risk management, and Knowledge for coastal flood management in urban areas","Technology"
"Bright Club","Others"
"The Astronomical Midlands: Engaging Rural Communities with I-LOFAR","Others"
"Community Maths Challenge","Others"
"Cell EXPLORERS","Biology"
"Irish Sign Language Glossary Project Phase 2: Environmental Science","Others"
"Engaging Girls in CS - Code Plus","Others"
"Maker Advocacy in Dublin for Everyone (MADE)","Others"
"ReelLIFE SCIENCE Video Competition","Others"
"SOPHia: Science Outreach to Promote Physics to Female Students","Education"
"Science Hub at Learning Hub Limerick","Education"
"Let's talk about STEM: supports for girls' early science engagement","Others"
"STEAM in Youth Work","Others"
"Brigit's Garden Family STEM Trail","Others"
"Science Foundation Ireland at the Big Day Out","Others"
"Mathematics Teaching Practices Toolkit","Mathematics"
"FameLab Ireland 2019","Others"
"Tyndall MakerDojo: Festivals and Workshops","Education"
"Strength in Science","Others"
"Stupid Things","Others"
"Tech Week","Others"
"I'm a Scientist and I'm an Engineer Ireland","Engineering"
"Suite Science","Others"
"SCI:COM","Others"
"Introducing the Science of Problem-solving through Education in Computational Thinking","Technology"
"Young Modellers","Mathematics"
"OurKidsCode: Phase 2 Supporting families continued engagement in computing","Technology"
"Science on Stage","Others"
"The IMT National Integration of Mathematics Outreach","Mathematics"
"Girls in DEIS Schools: Changing Attitudes /Impacting Futures in STEM","Education"
"Shaping Your Future: 3D Printing and Augmented Reality","Others"
"dlr Teen Entrepreneur STEM Camp and TY STEM Day 2019","Others"
"Sligo Engineering Fair","Engineering"
"STEMChAT  Women as catalysts for change in STEM education","Chemistry"
"Planeteers","Others"
"Science Gallery","Others"
"Music and Science: Quavers to Quadratics","Others"
"Motherhood, empowerment, sustainable self-help: addressing gaps in education with science","Education"
"IRELANDS SECRET PAST: UNLOCKING OUR FOSSIL HERITAGE","Others"
"Cork Carnival of Science","Others"
"Curiosity Studio - Ireland's Science Communications Accelerator","Technology"
"Exploring Computer Science and Career Choices in IT","Technology"
"SFI ERC Support Programme - Prof. Aoife McLysaght (Trinity College Dublin)","Policy"
"NanoMi22  a novel technology approach for miR-based therapy delivery into the brain","Technology"
"?-Basket: A pancreatic islet encapsulation system for treatment of type 1 diabetes","Technology"
"Developing bioplastic packaging that improves user convenience using human-centred design engineering processes","Engineering"
"A novel sustainable electric motor using high-grade permanent magnets based on common metallic elements","Others"
"An Artificial Intelligence and Data Analytics System for Minimising Hospital Waiting-lists and Optimising Healthcare Capacity in Ireland","Technology"
"Real?time imaging of nanoscale biological processes via plasmonically enabled nanopixel arrays","Engineering"
"SepTec: Improving Outcomes for Sepsis Patients","Others"
"Designed Environmentally Sustainable Thin-films Utilising Renewable Biopolymers (DESTURB)","Engineering"
"SMARTProbe - real time point of care enhancement of breast cancer diagnosis","Policy"
"Disruptive Customized Design and Production of Freeform Accommodative Intraocular lenses","Engineering"
"Reducing mining industry emissions through spectroscopic sorting of mineral ores","Others"
"A novel Hydrogel to treat and cure Persistent Post-Operative Pain","Others"
"Genetic algorithm aided optimisation of the mechanical structure of orthopaedic implants for revision-free life cycles","Technology"
"A Disruptive, Non?Viral Gene Editing Platform Technology for Treating Genetic Conditions","Technology"
"Ultra Low Noise Digital 3T MRI","Technology"
"A national platform for comprehensive molecular analysis underpinning chemistry, the bioeconomy, and precision oncology research: from molecules to microorganisms and humans.","Chemistry"
"EirOOS Irish Ocean Observing System: A component of the European Ocean Observing System (EOOS)","Technology"
"Next generation flow cytometry and single cell gene analysis","Biology"
"Tyndall 200mm FlexiFab - core (national) infrastructure upgrade","Engineering"
"National Autonomous Technologies Data Platform (NATDaP)","Technology"
"Molecular mechanisms of epileptogenesis and epilepsy-induced cognitive impairments; a dual role for m6A","Chemistry"
"Core-Shell Nanoparticles with Spatially Separated Reference and Probe for Ratiometric Oxygen Concentration and pH In-Cell Sensing","Biology"
"Smart Flow Aids for Efficient Transport of Cohesive Dairy Powder","Others"
"READER LOST IN TRANSLATION - An epi-transcriptomic-based approach for development of high producer Chinese Hamster Cells","Biology"
"Validating promising RIP2 inhibitors as a new therapeutic option in triple negative breast cancer","Biology"
"Environmentally-safe membranes and adsorbents for complex water treatment","Others"
"ImmunoCell: A cell reservoir device for replenishable delivery of natural killer cells for ovarian cancer treatment.","Biology"
"Development of novel small molecule therapeutics targeting the ghrelin receptor to modulate appetite","Chemistry"
"A novel pro-haemostatic agent for the treatment of inherited and acquired bleeding disorders","Others"
"3D cell culture model of neuroblastoma using collagen-based scaffolds for tumour-immune system interactions and therapeutics screening","Biology"
"Development of an angiotensin II type 2 (AT2) receptor specific non-peptidic agonist based on in silico modelling, in vitro approaches, and functional assays","Technology"
"Development of Smart Endovascular Renal Denervation Verification and Efficacy Device","Engineering"
"An integrated genomics and transcriptomics approach to the development of predictors of aerobic fitness and training adaptation for application in the Thoroughbred industry","Biology"
"Therapeutic development of a series of clinically relevant novel radiosensitising agents for cancer","Biology"
"Evaluating the immunometabolic potential of desferrioxamine to augment antibiotic treatment against Mycobacterium tuberculosis","Biology"
"Development of a novel biomarker-based clinical management platform for obesity and associated comorbidities","Technology"
"Supersonic-assisted laser ablation for the deposition of thin coatings at high rates","Physics"
"New yeast strains for production of low-FODMAP baked products","Others"
"Development and Comprehensive Market Analysis of Cyclic AB Substrates as a Safe, Sustainable and Economical Hydrogen Storage Medium","Technology"
"Production of single structural forms of monoclonal antibodies by solid-state chemoenzymatic transformation","Others"
"Spectrally pure high efficiency micro-Light Emitting Diodes (microLEDS) using nanostructured active regions","Physics"
"Investigating the use of IL-36 to reduce oedema and neovascularisation in models of retinal degeneration","Biology"
"A new monoclonal antibody directed against a novel cell surface cancer target: research towards development of a new cancer therapeutic agent.","Biology"
"Sugar Coating Immunity for Enhancement of Biomaterials","Others"
"Inhibition of tumour angiogenesis as a strategy to circumvent acquired resistance to anti-cancer agents in oesophageal cancer: links to the Irish NEO-AEGIS clnicial trial","Policy"
"A Tubular Bioengineered Scaffold that supports Epithelialization and Vascularization for Tracheal Tissue Regeneration (TracheoColl)","Engineering"
"A gene therapy based approach to epilepsy treatment","Biology"
"Polymer Self-Assembly of Hierarchical Surfaces for Enhanced Phase-Change Heat and Mass Transfer","Chemistry"
"Macroalgae: the next generation functional and sustainable aquafeed ingredients through microbial fermentation (Blooms2Feeds+2)","Biology"
"Pre-Clinical Evaluation of Chemotherapeutic Z-DNA Forming Di-Copper(II) Metallodrugs","Biology"
"Photonic Sensor for Brachytherapy Dosimetry","Physics"
"Glaucoma gene therapy: standardization of ocular iPerfusion system for use in outflow measurements in human eyes ex vivo.","Biology"
"Development of Athermal Laser for Deployment in Data Centre WDM Transmission Systems","Physics"
"Bio-functional Coating for Osteointegration and Bone Healing of Titanium Orthopaedic Implants (Bio-COHT)","Others"
"A Nanomaterial Composite Sensor Platform","Technology"
"Technology for Economically Viable Advanced Biofuels from Lignocellulosic Waste","Technology"
"Autonomous lifeguard and search system using computer vision and machine learning techniques to accurately detect people in noisy aquatic environments","Technology"
"Label-free life-science microscope with continuously variable magnification.","Others"
"Neuromonitoring of preterm infants in intensive care (NeuPIC): continuous grading of the electroencephalogram using artificial intelligence","Policy"
"Externally Charged cardiOvascular bioSENSors  ECHO-SENS","Technology"
"SFI/RTE Grant Support Initiative 2019","Policy"
"SSPC","Others"
"Keystone Symposium:  Delivering Therapeutics Across Biological Barriers","Biology"
"MacroCLOCK - Circadian Control of Macrophage Mitochondria: A New Approach in the treatment of Chronic Inflammatory Disease","Biology"
"UV-B and climate change; impacts on plants and vegetation","Others"
"IEEE World Forum on Internet of Things","Technology"
"Design of tactile sensors for robotic and prosthetic grippers inspired by human touch","Engineering"
"Non-Viral Delivery of genetic Cargo on Biomaterial Scaffolds for Bone Regeneration","Biology"
"SFI Fellowship -Business Analyst award","Policy"
"SFI Fellowship - SPM Award","Policy"
"SFI Fellowship - SPM Award","Policy"
"SpeedDemon: Quantum speed limits in thermodynamic processes and coherent control","Engineering"
"THEORETICAL DEVELOPMENT OF NEW CLASS OF PHASE TRANSFERS CATALYSTS: APPLICATIONS IN THE PHARMACEUTICAL INDUSTRY","Chemistry"
"CURAM - Centre for Research in Medical Devices","Engineering"
"BLUESHED; Human marine activities and impacts on housing markets in coastal regions","Others"
"Transcriptional Mechanisms Controling Epithelial Cell Fate Determination during Allergic Esophageal Inflammation in Eosinophilic Esophagitis","Biology"
"SFI Centre for Research Training in Machine Learning","Education"
"SFI Centre for Research Training in Genomics Data Science","Biology"
"SFI Centre for Research Training in Digitally Enhanced Reality","Technology"
"AIMapIT: Remote Asset Detection and Monitoring. An innovative combination of Artificial Intelligence, Image Processing and Stochastic Geometry","Mathematics"
"Design and optimisation software for full-scale wind and tidal turbine blades","Technology"
"ChemoGel  a new treatment approach for pancreatic cancer","Others"
"iBrux  minimally invasive diagnosis and management of bruxism","Others"
"A trilogy of stressors in the NICU: Towards therapy for preterm adversity.","Others"
"Silicon Anodes through Nanostructural Development (SAND)","Technology"
"Thermal scaling: rethinking how temperature drives macro-ecological patterns","Others"
"Functional indicators of iodine status in pregnancy - an outcome-driven, personalised nutrition approach","Others"
"DETECT - DNA Methylation Signatures for Personalising Ulcerative Colitis Treatment","Biology"
"Next Generation Financial Services Technology (FINTECHNEXT)","Technology"
"Atmospheres of alien worlds: exploring Doppler spectroscopy for probing exoplanets atmospheres","Physics"
"Atmospheres of alien worlds: spectroscopy of transiting exoplanets","Physics"
"Mining the Molecular Interplay Between Parasite and Host for Vaccines, Diagnostics and Biotherapeutics Discovery","Biology"
"SFI Centre for Research Training in Foundations of Data Science","Technology"
"SFI Centre for Research Training in Advanced Networks for Sustainable Societies","Technology"
"SFI Centre for Research Training in Artificial Intelligence","Education"
"XXV International Symposium on Bioelectrochemistry and Bioenergetics","Chemistry"
"HMI Workshop and Conference Series","Education"
"Groups in Galway 2019","Others"
"Noisy Intermediate-Scale Quantum Computers","Technology"
"Carbohydrate-based sensing materials as platforms for 3D-printed microfluidic pathogen detection devices with diagnostic and environmental monitoring applications","Technology"
"Targeting co-regulators of the Androgen Receptor as a novel therapeutic approach for prostate and breast cancer","Biology"
"Deterministic photonic cluster states from Pyramidal site-controlled quantum dots for measurement-based quantum computation","Physics"
"Advanced Geochronology of Earth-System Processes (AGE-Pro): Constraining rates and dates of geological processes by novel U-Pb analysis","Engineering"
"Metabolomic approaches in mechanistic toxicology","Others"
"Sustainable biomass supply chain development for the Irish bioeconomy","Technology"
"Targeting underlying disease mechanisms in cancer using targeted protein degraders, a novel class of molecular therapeutic","Biology"
"Flexible Photonic Network Convergence Enabling Future Mobile Communications (COMPhLEX)","Physics"
"Cross-kingdom interactions and bio-communication","Others"
"Organisational Life Cycle Assessment of the agri food industry: methodological development and validation","Technology"
"SFI Fellowship","Others"
"Correlation functions and symmetry","Others"
"SFI Fellowship","Others"
"LERO","Others"
"The Ironome of the Lung and Disease Pathogenesis","Biology"
"20th INQUA (International Union for Quaternary Research ) Congress","Policy"
"International Symposium on Cereal Leaf Blights 2019","Policy"
"Linear Algebra and Matrix Theory Workshop in honour of Professor Tom Laffey's 75th birthday - UCD Science Centre May 23rd & 24th 2019","Mathematics"
"From bench to bedside - targeted and immunotherapies for Blood Cancers","Biology"
"1st Annual Scientific Meeting of One Health European Joint Programme on Food-borne Zoonoses, Antimicrobial Resistance and Emerging Threats","Biology"
"Cellulose-based biosensor scaffolds for advanced tissue engineering","Engineering"
"CD39/HGF Modified CD362+Stromal Cell Therapy for Ischemic Muscle Injury.","Biology"
"Assessment of functionality of immune cells following Solupore®-mediated engineering.","Engineering"
"Precision Imaging of GEO satellites in Space - PIGS in Space","Physics"
"Development of Multiplexed Affinity-MRM Assays for Personalised Healthcare Decisions in Inflammatory Arthritis","Policy"
"SFI Fellowship","Others"
"Advanced Modelling for Power System Analysis and Simulation","Technology"
"Profiling immune signatures predictive of outcome in Staphylococcus aureus infection: Advancing next generation vaccine design","Biology"
"Pharmaceutical and nutraceutical targeting of the farnesoid X receptor for treatment of chroinc intestinal diseases","Biology"
"Fraunhofer Project Centre for Embedded Bioanalytical Systems at DCU","Technology"
"AMBER","Others"
"Confirm Centre for Smart Manufacturing","Engineering"
"APC_Phase 2","Others"
"SSPC_Phase 2","Others"
"IPIC_Phase 2","Others"
"AMBER_Phase 2","Others"
"MAREI_Phase 2","Others"
"Amplitudes 2019","Others"
"Wind Energy Science Conference (WESC)","Education"
"8th International Symposium on Bifurcations and Instabilities in Fluid Dynamics","Policy"
"European Conference and Exhibition on Optical Communications","Physics"
"Transfer and implementation of a novel protein panel test for diabetic kidney disease","Biology"
"Materials Development for chip-based electrochemical sensors and energy storage devices","Chemistry"
"Investigate Self-Diagnosing and Self-Configuring Techniques to Predict and Prevent Network Faults","Technology"
"Bioactive Drug Incorporation into 3D Bioprinted Scaffolds for Oncological Application","Technology"
"Developing magnetic sensors technology through materials science methods and advanced characterisation techniques","Technology"
"Porous Glass Materials: Surface Chemistry for Separation Science","Chemistry"
"Mineral exploration under deep cover: Unravelling the structural architecture of the Irish Lower Carboniferous and its basement.","Others"
"Type VII collagen restoration for RDEB using a non-viral non-invasive CRISPR system","Technology"
"Combining the power of Edge Computing and Machine Learning to Enhance Multi-variant Anomaly Detection in IoT","Technology"
"Nanomote","Others"
"APC_Phase 2","Others"
"Epigenetic Mechanisms of Stem Cell Maintenance","Biology"
"Personalise Nutrition for the Preterm Infant (PiNPoiNT)","Others"
"Bilateral BBSRC-SFI: Structure-function relationships in the ciliary transition zone","Others"
"INSIGHT_Phase 2 ","Others"
"EPSRC-SFI: Energy Efficient Communication using Combs (EEMC2)","Others"
"EPSRC-SFI Centre for Doctoral Training in Advanced Characterisation of Materials","Education"
"EPSRC-SFI Centre for Doctoral Training: Atoms-to-Products an Integrated Approach to Sustainable Chemistry","Chemistry"
"EPSRC-SFI Centre for Doctoral Training in Advanced Metallic Systems: Metallurgical Challenges for the Digital Manufacturing Environment","Technology"
"EPSRC-SFI CDT in Photonic Integration and Advanced Data Storage","Physics"
"Thinstent - Development of polylactic acid composites based biodegradable coronary stents with a thin stent strut via 3D printing and braiding technologies","Technology"
"Oscillating water column: From late stage research to early stage commercialisation","Technology"
"Novel photonic devices with customised diffraction patterns for in-line monitoring of nanoproperties of functionalised metallic surfaces and polymer thin films in production environment","Physics"
"Advanced Materials and Processes for the Commercialization of a Novel Implantable Pressure Sensor","Engineering"
"Anti-microbial TiO2-based coatings for 3D printed ceramic and metal substrates","Biology"
"Development of nano-enhanced electrochemical sensors for on-chip applications","Chemistry"
"Investigation of stabilities of key plasma reactive species under different controlled and environmental conditions for food storage (PLACHEM)","Physics"
"EDGE-ASSISTED INTELLIGENT VIDEO DELIVERY SERVICE","Technology"
"SFI Fellowship","Others"
"Food-based biomarkers, diet quality and cardiometabolic health","Biology"
"Midlands Science Festival Year 2","Others"
"South East Science Festival - Year 2","Others"
"SFI Fellowship","Others"
"Sligo Science Festival","Others"
"Medicine Maker Workshop","Education"
"Junior Alphas","Others"
"Festival of Farming and Food-SFI Science Week at Teagasc","Others"
"Science Week at The Ark 2019","Others"
"Cork Science Festival (2019, 2020, 2021)","Others"
"Louth Science Festival 2019","Others"
"Cavan Monaghan Science Festival","Others"
"Ballyhoura Science Day","Others"
"Kerry Science Festival - A Prospective on Climate Change","Others"
"WexSci Wexford Science Festival","Others"
"Medieval Maladies and Medicine","Biology"
"Retina Public Engagement Day 2019","Policy"
"Let's Talk Science Festival 2019","Others"
"Galway Science and Technology Festival","Technology"
"Mayo Science and Technology Festival 2019","Technology"
"Curiosity Accelerator @ Science Week 2019","Others"
"Cool Planet Experience - science week","Others"
"Baking in Space 2019","Others"
"Limerick Festival of Science 2019, 2020 and 2021","Others"
"Kildare Libraries Science Week 2019 Public Events","Policy"
"Tipperary Festival of Science","Others"
"Dr.Osity Body Science Show - Dublin DEIS Schools 2019","Education"
"EUREKA Science & Technology Festival 2019","Technology"
"EPSRC-SFI Centre for Doctoral Training in Engineered Tissues for Discovery, Industry and Medicine","Biology"
"Development of photonic lenses and wire bonding for integrated circuits in optical communications applications","Physics"
"Investigating the next-generation of non-animal derived 2D structural biomaterials","Biology"
